Character/Name,Rarity,Balance,Category,Min Parts,Max Parts,Weight,Part,Dependencies,Excluders
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_GunCritChance_Heavy_Common,"Part_P_Base_Heavy, Part_P_Base_Secondary_Heavy","Part_P_PlayerStat_GunCritChance_Light_Common, Part_P_PlayerStat_GunCritChance_Medium_Common, Part_P_PlayerStat_MeleeCritChance_Heavy_Common, Part_P_PlayerStat_MeleeCritChance_Light_Common, Part_P_PlayerStat_MeleeCritChance_Medium_Common, Part_P_PlayerStat_SpellCritChance_Heavy_Common, Part_P_PlayerStat_SpellCritChance_Light_Common, Part_P_PlayerStat_SpellCritChance_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_GunCritChance_Light_Common,"Part_P_Base_Light, Part_P_Base_Secondary_Light","Part_P_PlayerStat_GunCritChance_Heavy_Common, Part_P_PlayerStat_GunCritChance_Medium_Common, Part_P_PlayerStat_MeleeCritChance_Heavy_Common, Part_P_PlayerStat_MeleeCritChance_Light_Common, Part_P_PlayerStat_MeleeCritChance_Medium_Common, Part_P_PlayerStat_SpellCritChance_Heavy_Common, Part_P_PlayerStat_SpellCritChance_Light_Common, Part_P_PlayerStat_SpellCritChance_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_GunCritChance_Medium_Common,"Part_P_Base_Medium, Part_P_Base_Secondary_Medium","Part_P_PlayerStat_GunCritChance_Heavy_Common, Part_P_PlayerStat_GunCritChance_Light_Common, Part_P_PlayerStat_MeleeCritChance_Heavy_Common, Part_P_PlayerStat_MeleeCritChance_Light_Common, Part_P_PlayerStat_MeleeCritChance_Medium_Common, Part_P_PlayerStat_SpellCritChance_Heavy_Common, Part_P_PlayerStat_SpellCritChance_Light_Common, Part_P_PlayerStat_SpellCritChance_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_GunDamage_Heavy_Common,"Part_P_Base_Heavy, Part_P_Base_Secondary_Heavy","Part_P_PlayerStat_GunDamage_Light_Common, Part_P_PlayerStat_GunDamage_Medium_Common, Part_P_PlayerStat_MeleeDamage_Heavy_Common, Part_P_PlayerStat_MeleeDamage_Light_Common, Part_P_PlayerStat_MeleeDamage_Medium_Common, Part_P_PlayerStat_SpellDamage_Heavy_Common, Part_P_PlayerStat_SpellDamage_Light_Common, Part_P_PlayerStat_SpellDamage_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_GunDamage_Light_Common,"Part_P_Base_Light, Part_P_Base_Secondary_Light","Part_P_PlayerStat_GunDamage_Heavy_Common, Part_P_PlayerStat_GunDamage_Medium_Common, Part_P_PlayerStat_MeleeDamage_Heavy_Common, Part_P_PlayerStat_MeleeDamage_Light_Common, Part_P_PlayerStat_MeleeDamage_Medium_Common, Part_P_PlayerStat_SpellDamage_Heavy_Common, Part_P_PlayerStat_SpellDamage_Light_Common, Part_P_PlayerStat_SpellDamage_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_GunDamage_Medium_Common,"Part_P_Base_Medium, Part_P_Base_Secondary_Medium","Part_P_PlayerStat_GunDamage_Heavy_Common, Part_P_PlayerStat_GunDamage_Light_Common, Part_P_PlayerStat_MeleeDamage_Heavy_Common, Part_P_PlayerStat_MeleeDamage_Light_Common, Part_P_PlayerStat_MeleeDamage_Medium_Common, Part_P_PlayerStat_SpellDamage_Heavy_Common, Part_P_PlayerStat_SpellDamage_Light_Common, Part_P_PlayerStat_SpellDamage_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_HealthMax_Heavy_Common,Part_P_Base_Heavy,"Part_P_ClassStat_Barbarian, Part_P_ClassStat_GunMage, Part_P_ClassStat_Knight, Part_P_ClassStat_Necro, Part_P_ClassStat_Ranger, Part_P_ClassStat_Rogue, Part_P_PlayerStat_HealthMax_Light_Common, Part_P_PlayerStat_HealthMax_Medium_Common, Part_P_PlayerStat_HealthRegen_Heavy_Common, Part_P_PlayerStat_HealthRegen_Light_Common, Part_P_PlayerStat_HealthRegen_Medium_Common, Part_P_PlayerStat_WardDelay_Heavy_Common, Part_P_PlayerStat_WardDelay_Light_Common, Part_P_PlayerStat_WardDelay_Medium_Common, Part_P_PlayerStat_WardMax_Heavy_Common, Part_P_PlayerStat_WardMax_Light_Common, Part_P_PlayerStat_WardMax_Medium_Common, Part_P_PlayerStat_WardRegenRate_Heavy, Part_P_PlayerStat_WardRegenRate_Light_Common, Part_P_PlayerStat_WardRegenRate_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_HealthMax_Light_Common,Part_P_Base_Light,"Part_P_ClassStat_Barbarian, Part_P_ClassStat_GunMage, Part_P_ClassStat_Knight, Part_P_ClassStat_Necro, Part_P_ClassStat_Ranger, Part_P_ClassStat_Rogue, Part_P_PlayerStat_HealthMax_Heavy_Common, Part_P_PlayerStat_HealthMax_Medium_Common, Part_P_PlayerStat_HealthRegen_Heavy_Common, Part_P_PlayerStat_HealthRegen_Light_Common, Part_P_PlayerStat_HealthRegen_Medium_Common, Part_P_PlayerStat_WardDelay_Heavy_Common, Part_P_PlayerStat_WardDelay_Light_Common, Part_P_PlayerStat_WardDelay_Medium_Common, Part_P_PlayerStat_WardMax_Heavy_Common, Part_P_PlayerStat_WardMax_Light_Common, Part_P_PlayerStat_WardMax_Medium_Common, Part_P_PlayerStat_WardRegenRate_Heavy, Part_P_PlayerStat_WardRegenRate_Light_Common, Part_P_PlayerStat_WardRegenRate_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_HealthMax_Medium_Common,Part_P_Base_Medium,"Part_P_ClassStat_Barbarian, Part_P_ClassStat_GunMage, Part_P_ClassStat_Knight, Part_P_ClassStat_Necro, Part_P_ClassStat_Ranger, Part_P_ClassStat_Rogue, Part_P_PlayerStat_HealthMax_Heavy_Common, Part_P_PlayerStat_HealthMax_Light_Common, Part_P_PlayerStat_HealthRegen_Heavy_Common, Part_P_PlayerStat_HealthRegen_Light_Common, Part_P_PlayerStat_HealthRegen_Medium_Common, Part_P_PlayerStat_WardDelay_Heavy_Common, Part_P_PlayerStat_WardDelay_Light_Common, Part_P_PlayerStat_WardDelay_Medium_Common, Part_P_PlayerStat_WardMax_Heavy_Common, Part_P_PlayerStat_WardMax_Light_Common, Part_P_PlayerStat_WardMax_Medium_Common, Part_P_PlayerStat_WardRegenRate_Heavy, Part_P_PlayerStat_WardRegenRate_Light_Common, Part_P_PlayerStat_WardRegenRate_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_HealthRegen_Heavy_Common,Part_P_Base_Heavy,"Part_P_ClassStat_Barbarian, Part_P_ClassStat_GunMage, Part_P_ClassStat_Knight, Part_P_ClassStat_Necro, Part_P_ClassStat_Ranger, Part_P_ClassStat_Rogue, Part_P_PlayerStat_HealthMax_Heavy_Common, Part_P_PlayerStat_HealthMax_Light_Common, Part_P_PlayerStat_HealthMax_Medium_Common, Part_P_PlayerStat_HealthRegen_Light_Common, Part_P_PlayerStat_HealthRegen_Medium_Common, Part_P_PlayerStat_WardDelay_Heavy_Common, Part_P_PlayerStat_WardDelay_Light_Common, Part_P_PlayerStat_WardDelay_Medium_Common, Part_P_PlayerStat_WardMax_Heavy_Common, Part_P_PlayerStat_WardMax_Light_Common, Part_P_PlayerStat_WardMax_Medium_Common, Part_P_PlayerStat_WardRegenRate_Heavy, Part_P_PlayerStat_WardRegenRate_Light_Common, Part_P_PlayerStat_WardRegenRate_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_HealthRegen_Light_Common,"Part_P_Base_Light, Part_P_Base_Secondary_Light","Part_P_ClassStat_Barbarian, Part_P_ClassStat_GunMage, Part_P_ClassStat_Knight, Part_P_ClassStat_Necro, Part_P_ClassStat_Ranger, Part_P_ClassStat_Rogue, Part_P_PlayerStat_HealthMax_Heavy_Common, Part_P_PlayerStat_HealthMax_Light_Common, Part_P_PlayerStat_HealthMax_Medium_Common, Part_P_PlayerStat_HealthRegen_Heavy_Common, Part_P_PlayerStat_HealthRegen_Medium_Common, Part_P_PlayerStat_WardDelay_Heavy_Common, Part_P_PlayerStat_WardDelay_Light_Common, Part_P_PlayerStat_WardDelay_Medium_Common, Part_P_PlayerStat_WardMax_Heavy_Common, Part_P_PlayerStat_WardMax_Light_Common, Part_P_PlayerStat_WardMax_Medium_Common, Part_P_PlayerStat_WardRegenRate_Heavy, Part_P_PlayerStat_WardRegenRate_Light_Common, Part_P_PlayerStat_WardRegenRate_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_HealthRegen_Medium_Common,Part_P_Base_Medium,"Part_P_ClassStat_Barbarian, Part_P_ClassStat_GunMage, Part_P_ClassStat_Knight, Part_P_ClassStat_Necro, Part_P_ClassStat_Ranger, Part_P_ClassStat_Rogue, Part_P_PlayerStat_HealthMax_Heavy_Common, Part_P_PlayerStat_HealthMax_Light_Common, Part_P_PlayerStat_HealthMax_Medium_Common, Part_P_PlayerStat_HealthRegen_Heavy_Common, Part_P_PlayerStat_HealthRegen_Light_Common, Part_P_PlayerStat_WardDelay_Heavy_Common, Part_P_PlayerStat_WardDelay_Light_Common, Part_P_PlayerStat_WardDelay_Medium_Common, Part_P_PlayerStat_WardMax_Heavy_Common, Part_P_PlayerStat_WardMax_Light_Common, Part_P_PlayerStat_WardMax_Medium_Common, Part_P_PlayerStat_WardRegenRate_Heavy, Part_P_PlayerStat_WardRegenRate_Light_Common, Part_P_PlayerStat_WardRegenRate_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_MeleeCritChance_Heavy_Common,"Part_P_Base_Heavy, Part_P_Base_Secondary_Heavy","Part_P_PlayerStat_GunCritChance_Heavy_Common, Part_P_PlayerStat_GunCritChance_Light_Common, Part_P_PlayerStat_GunCritChance_Medium_Common, Part_P_PlayerStat_MeleeCritChance_Light_Common, Part_P_PlayerStat_MeleeCritChance_Medium_Common, Part_P_PlayerStat_SpellCritChance_Heavy_Common, Part_P_PlayerStat_SpellCritChance_Light_Common, Part_P_PlayerStat_SpellCritChance_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_MeleeCritChance_Light_Common,"Part_P_Base_Light, Part_P_Base_Secondary_Light","Part_P_PlayerStat_GunCritChance_Heavy_Common, Part_P_PlayerStat_GunCritChance_Light_Common, Part_P_PlayerStat_GunCritChance_Medium_Common, Part_P_PlayerStat_MeleeCritChance_Heavy_Common, Part_P_PlayerStat_MeleeCritChance_Medium_Common, Part_P_PlayerStat_SpellCritChance_Heavy_Common, Part_P_PlayerStat_SpellCritChance_Light_Common, Part_P_PlayerStat_SpellCritChance_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_MeleeCritChance_Medium_Common,"Part_P_Base_Medium, Part_P_Base_Secondary_Medium","Part_P_PlayerStat_GunCritChance_Heavy_Common, Part_P_PlayerStat_GunCritChance_Light_Common, Part_P_PlayerStat_GunCritChance_Medium_Common, Part_P_PlayerStat_MeleeCritChance_Heavy_Common, Part_P_PlayerStat_MeleeCritChance_Light_Common, Part_P_PlayerStat_SpellCritChance_Heavy_Common, Part_P_PlayerStat_SpellCritChance_Light_Common, Part_P_PlayerStat_SpellCritChance_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_MeleeDamage_Heavy_Common,"Part_P_Base_Heavy, Part_P_Base_Secondary_Heavy","Part_P_PlayerStat_GunDamage_Heavy_Common, Part_P_PlayerStat_GunDamage_Light_Common, Part_P_PlayerStat_GunDamage_Medium_Common, Part_P_PlayerStat_MeleeDamage_Light_Common, Part_P_PlayerStat_MeleeDamage_Medium_Common, Part_P_PlayerStat_SpellDamage_Heavy_Common, Part_P_PlayerStat_SpellDamage_Light_Common, Part_P_PlayerStat_SpellDamage_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_MeleeDamage_Light_Common,"Part_P_Base_Light, Part_P_Base_Secondary_Light","Part_P_PlayerStat_GunDamage_Heavy_Common, Part_P_PlayerStat_GunDamage_Light_Common, Part_P_PlayerStat_GunDamage_Medium_Common, Part_P_PlayerStat_MeleeDamage_Heavy_Common, Part_P_PlayerStat_MeleeDamage_Medium_Common, Part_P_PlayerStat_SpellDamage_Heavy_Common, Part_P_PlayerStat_SpellDamage_Light_Common, Part_P_PlayerStat_SpellDamage_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_MeleeDamage_Medium_Common,"Part_P_Base_Medium, Part_P_Base_Secondary_Medium","Part_P_PlayerStat_GunDamage_Heavy_Common, Part_P_PlayerStat_GunDamage_Light_Common, Part_P_PlayerStat_GunDamage_Medium_Common, Part_P_PlayerStat_MeleeDamage_Heavy_Common, Part_P_PlayerStat_MeleeDamage_Light_Common, Part_P_PlayerStat_SpellDamage_Heavy_Common, Part_P_PlayerStat_SpellDamage_Light_Common, Part_P_PlayerStat_SpellDamage_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_MoveSpeed_Heavy_Common,"Part_P_Base_Heavy, Part_P_Base_Secondary_Heavy","Part_P_PlayerStat_CompanionCritChance_Heavy_Common, Part_P_PlayerStat_CompanionCritChance_Light_Common, Part_P_PlayerStat_CompanionCritChance_Medium_Common, Part_P_PlayerStat_MoveSpeed_Light_Common, Part_P_PlayerStat_MoveSpeed_Medium_Common, Part_P_PlayerStat_SkillCritChance_Heavy_Common, Part_P_PlayerStat_SkillCritChance_Light_Common, Part_P_PlayerStat_SkillCritChance_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_MoveSpeed_Light_Common,"Part_P_Base_Light, Part_P_Base_Secondary_Light","Part_P_PlayerStat_CompanionCritChance_Heavy_Common, Part_P_PlayerStat_CompanionCritChance_Light_Common, Part_P_PlayerStat_CompanionCritChance_Medium_Common, Part_P_PlayerStat_MoveSpeed_Heavy_Common, Part_P_PlayerStat_MoveSpeed_Medium_Common, Part_P_PlayerStat_SkillCritChance_Heavy_Common, Part_P_PlayerStat_SkillCritChance_Light_Common, Part_P_PlayerStat_SkillCritChance_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_MoveSpeed_Medium_Common,"Part_P_Base_Medium, Part_P_Base_Secondary_Medium","Part_P_PlayerStat_CompanionCritChance_Heavy_Common, Part_P_PlayerStat_CompanionCritChance_Light_Common, Part_P_PlayerStat_CompanionCritChance_Medium_Common, Part_P_PlayerStat_MoveSpeed_Heavy_Common, Part_P_PlayerStat_MoveSpeed_Light_Common, Part_P_PlayerStat_SkillCritChance_Heavy_Common, Part_P_PlayerStat_SkillCritChance_Light_Common, Part_P_PlayerStat_SkillCritChance_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_SkillCritChance_Heavy_Common,"Part_P_Base_Heavy, Part_P_Base_Secondary_Heavy","Part_P_PlayerStat_CompanionCritChance_Heavy_Common, Part_P_PlayerStat_CompanionCritChance_Light_Common, Part_P_PlayerStat_CompanionCritChance_Medium_Common, Part_P_PlayerStat_MoveSpeed_Heavy_Common, Part_P_PlayerStat_MoveSpeed_Light_Common, Part_P_PlayerStat_MoveSpeed_Medium_Common, Part_P_PlayerStat_SkillCritChance_Light_Common, Part_P_PlayerStat_SkillCritChance_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_SkillCritChance_Light_Common,"Part_P_Base_Light, Part_P_Base_Secondary_Light","Part_P_PlayerStat_CompanionCritChance_Heavy_Common, Part_P_PlayerStat_CompanionCritChance_Light_Common, Part_P_PlayerStat_CompanionCritChance_Medium_Common, Part_P_PlayerStat_MoveSpeed_Heavy_Common, Part_P_PlayerStat_MoveSpeed_Light_Common, Part_P_PlayerStat_MoveSpeed_Medium_Common, Part_P_PlayerStat_SkillCritChance_Heavy_Common, Part_P_PlayerStat_SkillCritChance_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_SkillCritChance_Medium_Common,"Part_P_Base_Medium, Part_P_Base_Secondary_Medium","Part_P_PlayerStat_CompanionCritChance_Heavy_Common, Part_P_PlayerStat_CompanionCritChance_Light_Common, Part_P_PlayerStat_CompanionCritChance_Medium_Common, Part_P_PlayerStat_MoveSpeed_Heavy_Common, Part_P_PlayerStat_MoveSpeed_Light_Common, Part_P_PlayerStat_MoveSpeed_Medium_Common, Part_P_PlayerStat_SkillCritChance_Heavy_Common, Part_P_PlayerStat_SkillCritChance_Light_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_SpellCritChance_Heavy_Common,"Part_P_Base_Heavy, Part_P_Base_Secondary_Heavy","Part_P_PlayerStat_GunCritChance_Heavy_Common, Part_P_PlayerStat_GunCritChance_Light_Common, Part_P_PlayerStat_GunCritChance_Medium_Common, Part_P_PlayerStat_MeleeCritChance_Heavy_Common, Part_P_PlayerStat_MeleeCritChance_Light_Common, Part_P_PlayerStat_MeleeCritChance_Medium_Common, Part_P_PlayerStat_SpellCritChance_Light_Common, Part_P_PlayerStat_SpellCritChance_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,Part_P_PlayerStat_SpellCritChance_Light_Common,"Part_P_Base_Light, Part_P_Base_Secondary_Light","Part_P_PlayerStat_GunCritChance_Heavy_Common, Part_P_PlayerStat_GunCritChance_Light_Common, Part_P_PlayerStat_GunCritChance_Medium_Common, Part_P_PlayerStat_MeleeCritChance_Heavy_Common, Part_P_PlayerStat_MeleeCritChance_Light_Common, Part_P_PlayerStat_MeleeCritChance_Medium_Common, Part_P_PlayerStat_SpellCritChance_Heavy_Common, Part_P_PlayerStat_SpellCritChance_Medium_Common"
