Character/Name,Rarity,Balance,Category,Min Parts,Max Parts,Weight,Part,Dependencies,Excluders
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,/Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_CompanionDamage_Light_Common,"/Game/Gear/Pauldrons/_Shared/_Design/Parts/Base/Part_P_Base_Light, /Game/Gear/Pauldrons/_Shared/_Design/Parts/Base_Secondary/Part_P_Base_Secondary_Light","/Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_CompanionDamage_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_FireRate_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_SplashDamage_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_FireRate_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_SplashDamage_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_CompanionDamage_Medium_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_FireRate_Medium_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_SplashDamage_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,/Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_CompanionDamage_Medium_Common,"/Game/Gear/Pauldrons/_Shared/_Design/Parts/Base/Part_P_Base_Medium, /Game/Gear/Pauldrons/_Shared/_Design/Parts/Base_Secondary/Part_P_Base_Secondary_Medium","/Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_CompanionDamage_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_FireRate_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_SplashDamage_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_CompanionDamage_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_FireRate_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_SplashDamage_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_FireRate_Medium_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_SplashDamage_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,/Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_FireRate_Heavy_Common,"/Game/Gear/Pauldrons/_Shared/_Design/Parts/Base/Part_P_Base_Heavy, /Game/Gear/Pauldrons/_Shared/_Design/Parts/Base_Secondary/Part_P_Base_Secondary_Heavy","/Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_CompanionDamage_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_SplashDamage_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_CompanionDamage_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_FireRate_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_SplashDamage_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_CompanionDamage_Medium_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_FireRate_Medium_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_SplashDamage_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,/Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_FireRate_Light_Common,"/Game/Gear/Pauldrons/_Shared/_Design/Parts/Base/Part_P_Base_Light, /Game/Gear/Pauldrons/_Shared/_Design/Parts/Base_Secondary/Part_P_Base_Secondary_Light","/Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_CompanionDamage_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_FireRate_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_SplashDamage_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_CompanionDamage_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_SplashDamage_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_CompanionDamage_Medium_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_FireRate_Medium_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_SplashDamage_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,/Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_FireRate_Medium_Common,"/Game/Gear/Pauldrons/_Shared/_Design/Parts/Base/Part_P_Base_Medium, /Game/Gear/Pauldrons/_Shared/_Design/Parts/Base_Secondary/Part_P_Base_Secondary_Medium","/Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_CompanionDamage_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_FireRate_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_SplashDamage_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_CompanionDamage_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_FireRate_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_SplashDamage_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_CompanionDamage_Medium_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_SplashDamage_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,/Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_GunCritChance_Heavy_Common,"/Game/Gear/Pauldrons/_Shared/_Design/Parts/Base/Part_P_Base_Heavy, /Game/Gear/Pauldrons/_Shared/_Design/Parts/Base_Secondary/Part_P_Base_Secondary_Heavy","/Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_MeleeCritChance_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_SpellCritChance_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_GunCritChance_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_MeleeCritChance_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_SpellCritChance_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_GunCritChance_Medium_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_MeleeCritChance_Medium_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_SpellCritChance_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,/Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_GunCritChance_Light_Common,"/Game/Gear/Pauldrons/_Shared/_Design/Parts/Base/Part_P_Base_Light, /Game/Gear/Pauldrons/_Shared/_Design/Parts/Base_Secondary/Part_P_Base_Secondary_Light","/Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_GunCritChance_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_MeleeCritChance_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_SpellCritChance_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_MeleeCritChance_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_SpellCritChance_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_GunCritChance_Medium_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_MeleeCritChance_Medium_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_SpellCritChance_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,/Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_GunCritChance_Medium_Common,"/Game/Gear/Pauldrons/_Shared/_Design/Parts/Base/Part_P_Base_Medium, /Game/Gear/Pauldrons/_Shared/_Design/Parts/Base_Secondary/Part_P_Base_Secondary_Medium","/Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_GunCritChance_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_MeleeCritChance_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_SpellCritChance_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_GunCritChance_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_MeleeCritChance_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_SpellCritChance_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_MeleeCritChance_Medium_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_SpellCritChance_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,/Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_GunDamage_Heavy_Common,"/Game/Gear/Pauldrons/_Shared/_Design/Parts/Base/Part_P_Base_Heavy, /Game/Gear/Pauldrons/_Shared/_Design/Parts/Base_Secondary/Part_P_Base_Secondary_Heavy","/Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_MeleeDamage_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_SpellDamage_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_GunDamage_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_MeleeDamage_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_SpellDamage_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_GunDamage_Medium_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_MeleeDamage_Medium_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_SpellDamage_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,/Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_GunDamage_Light_Common,"/Game/Gear/Pauldrons/_Shared/_Design/Parts/Base/Part_P_Base_Light, /Game/Gear/Pauldrons/_Shared/_Design/Parts/Base_Secondary/Part_P_Base_Secondary_Light","/Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_GunDamage_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_MeleeDamage_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_SpellDamage_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_MeleeDamage_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_SpellDamage_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_GunDamage_Medium_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_MeleeDamage_Medium_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_SpellDamage_Medium_Common"
All,01/Common,\Game\Gear\Pauldrons\_Shared\_Design\Balance\Balance_Armor_01_Common,PLAYER STAT,1,1,1,/Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_GunDamage_Medium_Common,"/Game/Gear/Pauldrons/_Shared/_Design/Parts/Base/Part_P_Base_Medium, /Game/Gear/Pauldrons/_Shared/_Design/Parts/Base_Secondary/Part_P_Base_Secondary_Medium","/Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_GunDamage_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_MeleeDamage_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Heavy/Common/Part_P_PlayerStat_SpellDamage_Heavy_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_GunDamage_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_MeleeDamage_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Light/Common/Part_P_PlayerStat_SpellDamage_Light_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_MeleeDamage_Medium_Common, /Game/Gear/Pauldrons/_Shared/_Design/Parts/PlayerStat/Medium/Common/Part_P_PlayerStat_SpellDamage_Medium_Common"
