Name,Type,Rarity,Balance,Category,Min Parts,Max Parts,Weight,Part,Dependencies,Excluders
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,BODY,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_03/Part_M_Axe_Blade_03,,
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,ELEMENT,1,1,0.1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Element/Part_M_Axe_Ele_Cryo,,
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,ELEMENT,1,1,0.1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Element/Part_M_Axe_Ele_Shock,,
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,ELEMENT,1,1,0.1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Element/Part_M_Axe_Ele_Poison,,
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,ELEMENT,1,1,0.1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Element/Part_M_Axe_Ele_Fire,,
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,ELEMENT,1,1,0.1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Element/Part_M_Axe_Ele_Dark,,
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,ELEMENT,1,1,3,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Element/Part_Axe_Ele_None,,
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,BLADE,0,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_01/Part_M_Axe_Blade_01_A,,"/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_02/Part_M_Axe_Blade_02, /Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_03/Part_M_Axe_Blade_03"
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,BLADE,0,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_01/Part_M_Axe_Blade_01_B,,"/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_02/Part_M_Axe_Blade_02, /Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_03/Part_M_Axe_Blade_03"
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,BLADE,0,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_02/Part_M_Axe_Blade_02_B,,"/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_01/Part_M_Axe_Blade_01, /Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_03/Part_M_Axe_Blade_03"
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,BLADE,0,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_02/Part_M_Axe_Blade_02_A,,"/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_01/Part_M_Axe_Blade_01, /Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_03/Part_M_Axe_Blade_03"
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,BLADE,0,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_03/Part_M_Axe_Blade_03_B,,"/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_01/Part_M_Axe_Blade_01, /Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_02/Part_M_Axe_Blade_02"
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,BLADE,0,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_03/Part_M_Axe_Blade_03_A,,"/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_01/Part_M_Axe_Blade_01, /Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_02/Part_M_Axe_Blade_02"
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,HILT,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Hilt/Part_M_Axe_Hilt_01,,
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,HILT,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Hilt/Part_M_Axe_Hilt_02,,
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,HILT,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Hilt/Part_M_Axe_Hilt_03,,
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,HILT MOD,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Hilt_Mod/Part_M_Axe_HiltMod_01,,
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,HILT MOD,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Hilt_Mod/Part_M_Axe_HiltMod_02,,
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,HILT MOD,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Hilt_Mod/Part_M_Axe_HiltMod_03,,
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,HILT MOD,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Hilt_Mod/Part_M_Axe_HiltMod_04,,
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,HILT MOD,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Hilt_Mod/Part_M_Axe_HiltMod_05,,
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,HILT MOD,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Hilt_Mod/Part_M_Axe_HiltMod_06,,
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,HILT MOD,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Hilt_Mod/Part_M_Axe_HiltMod_07,,
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,HILT MOD,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Hilt_Mod/Part_M_Axe_HiltMod_08,"/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Element/Part_M_Axe_Ele_Cryo, /Game/Gear/Melee/Axes/_Shared/_Design/Parts/Element/Part_M_Axe_Ele_Dark, /Game/Gear/Melee/Axes/_Shared/_Design/Parts/Element/Part_M_Axe_Ele_Fire, /Game/Gear/Melee/Axes/_Shared/_Design/Parts/Element/Part_M_Axe_Ele_Poison, /Game/Gear/Melee/Axes/_Shared/_Design/Parts/Element/Part_M_Axe_Ele_Shock",
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,RARITY,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Rarity/Part_M_Axe_02_Uncommon,,
Melee,Axe,02/Uncommon,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_02_Uncommon,MATERIAL,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Material/Part_Axe_Material_02_Uncommon,,
Melee,Axe,03/Rare,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_03_Rare,BODY,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_01/Part_M_Axe_Blade_01,,
Melee,Axe,03/Rare,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_03_Rare,BODY,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_02/Part_M_Axe_Blade_02,,
Melee,Axe,03/Rare,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_03_Rare,BODY,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_03/Part_M_Axe_Blade_03,,
Melee,Axe,03/Rare,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_03_Rare,ELEMENT,1,1,0.15,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Element/Part_M_Axe_Ele_Cryo,,
Melee,Axe,03/Rare,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_03_Rare,ELEMENT,1,1,0.15,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Element/Part_M_Axe_Ele_Shock,,
Melee,Axe,03/Rare,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_03_Rare,ELEMENT,1,1,0.15,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Element/Part_M_Axe_Ele_Poison,,
Melee,Axe,03/Rare,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_03_Rare,ELEMENT,1,1,0.15,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Element/Part_M_Axe_Ele_Fire,,
Melee,Axe,03/Rare,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_03_Rare,ELEMENT,1,1,0.15,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Element/Part_M_Axe_Ele_Dark,,
Melee,Axe,03/Rare,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_03_Rare,ELEMENT,1,1,2.5,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Element/Part_Axe_Ele_None,,
Melee,Axe,03/Rare,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_03_Rare,BLADE,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_01/Part_M_Axe_Blade_01_A,,"/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_02/Part_M_Axe_Blade_02, /Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_03/Part_M_Axe_Blade_03"
Melee,Axe,03/Rare,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_03_Rare,BLADE,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_01/Part_M_Axe_Blade_01_B,,"/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_02/Part_M_Axe_Blade_02, /Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_03/Part_M_Axe_Blade_03"
Melee,Axe,03/Rare,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_03_Rare,BLADE,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_02/Part_M_Axe_Blade_02_B,,"/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_01/Part_M_Axe_Blade_01, /Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_03/Part_M_Axe_Blade_03"
Melee,Axe,03/Rare,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_03_Rare,BLADE,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_02/Part_M_Axe_Blade_02_A,,"/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_01/Part_M_Axe_Blade_01, /Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_03/Part_M_Axe_Blade_03"
Melee,Axe,03/Rare,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_03_Rare,BLADE,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_03/Part_M_Axe_Blade_03_B,,"/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_01/Part_M_Axe_Blade_01, /Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_02/Part_M_Axe_Blade_02"
Melee,Axe,03/Rare,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_03_Rare,BLADE,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_03/Part_M_Axe_Blade_03_A,,"/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_01/Part_M_Axe_Blade_01, /Game/Gear/Melee/Axes/_Shared/_Design/Parts/Blade/Blade_02/Part_M_Axe_Blade_02"
Melee,Axe,03/Rare,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_03_Rare,HILT,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Hilt/Part_M_Axe_Hilt_01,,
Melee,Axe,03/Rare,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_03_Rare,HILT,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Hilt/Part_M_Axe_Hilt_02,,
Melee,Axe,03/Rare,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_03_Rare,HILT,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Hilt/Part_M_Axe_Hilt_03,,
Melee,Axe,03/Rare,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_03_Rare,HILT MOD,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Hilt_Mod/Part_M_Axe_HiltMod_01,,
Melee,Axe,03/Rare,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_03_Rare,HILT MOD,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Hilt_Mod/Part_M_Axe_HiltMod_02,,
Melee,Axe,03/Rare,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_03_Rare,HILT MOD,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Hilt_Mod/Part_M_Axe_HiltMod_03,,
Melee,Axe,03/Rare,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_03_Rare,HILT MOD,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Hilt_Mod/Part_M_Axe_HiltMod_04,,
Melee,Axe,03/Rare,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_03_Rare,HILT MOD,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Hilt_Mod/Part_M_Axe_HiltMod_05,,
Melee,Axe,03/Rare,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_03_Rare,HILT MOD,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Hilt_Mod/Part_M_Axe_HiltMod_06,,
Melee,Axe,03/Rare,\Game\Gear\Melee\_Shared\_Design\Balance\Balance_M_Axe_03_Rare,HILT MOD,1,1,1,/Game/Gear/Melee/Axes/_Shared/_Design/Parts/Hilt_Mod/Part_M_Axe_HiltMod_07,,
