Name,Type,Rarity,Balance,Category,Min Parts,Max Parts,Weight,Part,Dependencies,Excluders
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.041667,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Skill_CritDamage,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.041667,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Skill_CritDamage,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.041667,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Skill_CritDamage,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.055556,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Spell_CritDamage,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.055556,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Spell_CritDamage,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.055556,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Spell_CritDamage,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.055556,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Spell_Radius,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.055556,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Spell_Radius,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.055556,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Spell_Radius,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.055556,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Spell_Crit,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.055556,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Spell_Crit,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.055556,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Spell_Crit,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.032222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_AR_CritDamage,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.032222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_AR_CritDamage,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.032222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_AR_CritDamage,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_AR_MagazineSize,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_AR_MagazineSize,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_AR_MagazineSize,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_AR_Reload,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_AR_Reload,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_AR_Reload,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.032222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_PS_CritDamage,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.032222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_PS_CritDamage,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.032222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_PS_CritDamage,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_PS_MagazineSize,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_PS_MagazineSize,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_PS_MagazineSize,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_PS_Reload,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_PS_Reload,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_PS_Reload,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.032222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SG_CritDamage,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.032222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SG_CritDamage,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.032222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SG_CritDamage,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SG_MagazineSize,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SG_MagazineSize,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SG_MagazineSize,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SG_Reload,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SG_Reload,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SG_Reload,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.032222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SMG_CritDamage,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.032222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SMG_CritDamage,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.032222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SMG_CritDamage,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SMG_MagazineSize,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SMG_MagazineSize,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SMG_MagazineSize,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SMG_Reload,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SMG_Reload,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SMG_Reload,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.032222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SR_CritDamage,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.032222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SR_CritDamage,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.032222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SR_CritDamage,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SR_MagazineSize,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SR_MagazineSize,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SR_MagazineSize,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SR_Reload,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SR_Reload,,
,Ring,01/Common,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_01_Common,MINOR,1,1,0.017222,/Game/Gear/Rings/_Shared/Design/Parts/GunTypeStats/Part_Ring_GunType_SR_Reload,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,RARITY,1,1,1,/Game/Gear/Rings/_Shared/Design/Parts/Rarity/Part_Ring_02_Uncommon,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MAJOR,1,1,1,/Game/Gear/Rings/_Shared/Design/Parts/Major/Part_Ring_Major_Damage_Companion,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MAJOR,1,1,1,/Game/Gear/Rings/_Shared/Design/Parts/Major/Part_Ring_Major_Damage_Melee,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MAJOR,1,1,1,/Game/Gear/Rings/_Shared/Design/Parts/Major/Part_Ring_Major_Damage_Skill,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MAJOR,1,1,1,/Game/Gear/Rings/_Shared/Design/Parts/Major/Part_Ring_Major_Damage_Spell,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MAJOR,1,1,1,/Game/Gear/Rings/_Shared/Design/Parts/Major/Part_Ring_Major_Damage_Gun,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MAJOR,1,1,1,/Game/Gear/Rings/_Shared/Design/Parts/Major/Part_Ring_Major_None,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.03125,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Companion_CritChance,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.03125,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Companion_CritChance,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.03125,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Companion_CritChance,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.03125,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Companion_CritDamage,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.03125,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Companion_CritDamage,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.03125,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Companion_CritDamage,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.010417,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Companion_Health,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.010417,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Companion_Health,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.010417,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Companion_Health,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.083333,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_DarkMagicMaxLeech,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.083333,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_DarkMagicMaxLeech,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.083333,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_DarkMagicMaxLeech,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.083333,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Melee_CritChance,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.083333,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Melee_CritChance,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.083333,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Melee_CritChance,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.083333,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Melee_CritDamage,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.083333,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Melee_CritDamage,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.083333,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Melee_CritDamage,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.041667,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Skill_Cooldown,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.041667,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Skill_Cooldown,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.041667,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Skill_Cooldown,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.041667,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Skill_Duration,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.041667,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Skill_Duration,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.041667,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Skill_Duration,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.041667,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Skill_CritChance,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.041667,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Skill_CritChance,,
,Ring,02/Uncommon,\Game\Gear\Rings\_Shared\Design\BalanceD\Balance_Rings_02_Uncommon,MINOR,1,1,0.041667,/Game/Gear/Rings/_Shared/Design/Parts/Minor/Part_Ring_Minor_Skill_CritChance,,
